,symbol,asv1,asv2,asv3,date1,date2,date3,quarter,year_end,qtr,eps_est,eps,release_time,result,slope1,slope2,slope3
139,A,16.5,19.5,25.2,2017-08-01,2017-09-01,2017-10-01,Q4,2017,10/2017,0.63,0.67,post,1,1.7894985654668754e-06,-1.5484738752322322e-07,9.264274154409632e-07
140,A,24.75,23.0,23.25,2017-11-01,2017-12-01,2018-01-01,Q1,2018,01/2018,0.58,0.66,post,1,6.927591972230335e-07,2.526728676404657e-07,2.2149321608799456e-06
141,A,25.75,24.75,24.4,2018-02-01,2018-03-01,2018-04-01,Q2,2018,04/2018,0.65,0.65,post,0,4.4251738106481125e-07,-6.718477664812108e-07,8.33104582108405e-07
142,A,19.5,18.75,18.2,2018-05-01,2018-06-01,2018-07-01,Q3,2018,07/2018,0.63,0.67,post,1,-2.0796455717542204e-06,-1.499556517786515e-06,1.7473449967765756e-06
143,A,20.0,22.8,23.5,2018-08-01,2018-09-01,2018-10-01,Q4,2018,10/2018,0.73,0.81,post,1,2.1389487495235606e-07,1.9052774678073584e-06,-3.6898303907962844e-06
144,A,22.5,21.2,21.5,2018-11-01,2018-12-01,2019-01-01,Q1,2019,01/2019,0.73,0.76,post,1,2.112712944897642e-06,-3.7844031067122274e-06,3.836424925667468e-06
145,A,23.0,23.2,22.75,2019-02-01,2019-03-01,2019-04-01,Q2,2019,04/2019,0.715,0.71,post,-1,1.6796314276895233e-06,2.302848317859048e-07,-2.5193437220215487e-06
146,A,20.5,19.0,17.75,2019-05-01,2019-06-01,2019-07-01,Q3,2019,07/2019,0.723,0.76,post,1,-5.438178723246226e-06,2.769771995315476e-06,-2.750109617741379e-06
147,A,17.0,16.75,16.0,2016-05-01,2016-06-01,2016-07-01,Q3,2016,07/2016,0.47,0.49,post,1,2.2891500919851425e-06,-8.240310926314928e-07,1.3800917171667239e-06
148,A,14.25,18.0,19.0,2016-08-01,2016-09-01,2016-10-01,Q4,2016,10/2016,0.52,0.59,post,1,-6.360192433615825e-08,6.310974804781576e-08,-1.6657000082645606e-06
149,APD,9.0,27.0,13.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.38,1.43,pre,1,-2.4640256351468143e-07,7.915489642184561e-07,-2.0632523447735754e-06
150,APD,15.6,9.0,6.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.6,1.65,pre,1,2.8784997221064353e-06,-3.6124588396421623e-07,-6.26421190892319e-07
151,APD,17.0,14.5,5.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.69,1.76,pre,1,3.2118694205784304e-07,-7.014308070646117e-07,3.189103488383268e-06
152,APD,19.8,21.75,13.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.66,1.79,pre,1,2.6559219042839455e-06,1.2966839619189966e-06,1.1516459220222978e-06
153,APD,16.25,21.0,18.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.68,1.71,pre,1,8.122469253316438e-07,1.5895442240813479e-06,-2.1299300038086008e-06
154,APD,15.2,5.5,10.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.84,1.95,pre,1,2.648282447254394e-06,7.999808511262131e-07,-5.659677947791591e-06
155,APD,17.2,10.75,16.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.0,2.0,pre,0,1.7278573595579576e-06,3.1373717068506585e-06,1.99634234904441e-06
156,APD,10.5,28.25,6.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.87,1.86,pre,-1,-8.152886097021464e-06,4.86415024121603e-07,-2.0169280392636728e-06
157,APD,30.75,25.0,14.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.869,1.92,pre,1,1.6284694875379764e-06,7.828195564485921e-06,4.155000084235252e-06
158,APD,16.25,30.5,32.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.147,2.17,pre,1,5.041829391909272e-06,-7.676524656183011e-07,4.107423876445609e-06
159,APD,5.2,26.5,25.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.99,2.01,pre,1,4.34826603883183e-06,3.6115738093841913e-06,-3.321693251351514e-06
160,APD,14.6,3.0,8.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.48,1.47,pre,-1,-1.6548749099753262e-06,3.863228095182508e-06,-6.407504958865821e-07
161,AKAM,12.6,30.75,19.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.67,0.69,post,1,-5.892235214481444e-07,-3.1911630428579584e-06,-6.313120283586815e-07
162,AKAM,28.4,32.0,30.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.6,0.62,post,1,1.3826748799654176e-06,-4.044395846317117e-06,8.680084459344463e-07
163,AKAM,30.0,14.25,18.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.59,0.62,post,1,-7.78018862826764e-07,-8.652610105074897e-07,8.032590216927102e-07
164,AKAM,26.4,11.5,34.0,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.63,0.69,post,1,1.1351351942788614e-06,1.2567247382150715e-06,5.497759367400446e-06
165,AKAM,14.75,22.0,25.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.7,0.79,post,1,4.394024667855252e-07,1.595029171381305e-06,2.927808867939498e-07
166,AKAM,17.8,24.5,16.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.79,0.83,post,1,5.131148242600262e-07,1.772496261846645e-06,-1.1487111713243362e-06
167,AKAM,30.0,16.5,10.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.83,0.94,post,1,1.6412696500632423e-06,-5.6722532520205577e-08,-1.334029659741041e-06
168,AKAM,16.0,22.75,28.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.019,1.1,post,1,2.2577775691786063e-06,1.4220874426493802e-06,4.4915902671440885e-08
169,AKAM,26.75,8.75,19.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.004,1.07,post,1,2.6287555442355377e-06,-8.071281282750128e-07,1.0047943200117111e-06
170,AKAM,12.6,9.25,13.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.61,0.68,post,1,-7.602944932623102e-07,2.2063810418519494e-06,-1.040202116213522e-06
171,AKAM,18.8,24.5,19.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.68,0.72,post,1,5.988393458010128e-06,-3.077435042990007e-09,1.5339357135889197e-06
172,ALK,5.8,6.5,5.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.04,1.05,pre,1,2.7884985145638224e-06,1.2488051418136161e-06,-1.6007529709807994e-06
173,ALK,4.2,3.0,2.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,2.5,2.51,pre,1,-1.3552039430009408e-06,4.2256929463155315e-07,1.8568789043238082e-07
174,ALK,4.8,4.75,6.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,2.25,2.24,pre,-1,-3.0170183183070827e-06,-5.524582681272824e-06,2.8746153275740485e-07
175,ALK,6.6,7.25,6.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.83,0.83,pre,0,-5.379438516534447e-06,1.9978343408100695e-06,3.451525384164966e-06
176,ALK,10.5,10.75,7.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.11,0.14,pre,1,-4.527468044601576e-06,4.92763581880333e-07,-1.143530538014691e-06
177,ALK,8.8,8.75,4.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.63,1.66,pre,1,3.4416027639051222e-06,-1.4334340710688917e-06,-2.9320372731673354e-07
178,ALK,7.6,7.75,7.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.8,1.91,pre,1,1.7359019788926996e-07,2.033675984564915e-06,2.55399020493474e-07
179,ALK,6.5,5.25,4.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.73,0.75,post,1,-1.7130907267325374e-06,3.5887094830715567e-06,-4.239383461281658e-06
180,ALK,8.75,4.25,6.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.124,0.17,post,1,1.8356981356321976e-06,-1.4772747705226053e-06,-1.58822374512153e-06
181,ALK,7.0,5.25,4.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.128,2.17,post,1,1.451586346001461e-06,-9.698003538033857e-07,1.193410554823597e-06
182,ALK,6.2,2.25,2.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,2.05,2.2,pre,1,4.064735339878087e-06,9.473708964924113e-07,-1.8007369782899996e-06
183,ALK,4.8,4.75,5.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.41,1.56,pre,1,2.090265971262944e-06,5.618574817632889e-06,2.257178161480182e-06
184,ALB,13.2,13.5,13.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.95,1.05,post,1,2.1108478692573545e-06,5.179799406494336e-07,9.799274658763466e-07
185,ALB,19.0,10.0,11.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.11,1.13,post,1,1.3679069596899939e-06,1.7067477841791932e-06,-4.380544346505061e-06
186,ALB,15.8,33.75,23.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.07,1.08,post,1,4.311092544791246e-06,-1.119681049258513e-06,7.739966246324927e-06
187,ALB,38.2,51.0,25.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.21,1.34,post,1,1.0043528074173267e-06,-3.1721519690739007e-06,-4.0712848227803435e-07
188,ALB,46.25,56.75,44.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.2,1.3,post,1,-1.086130060234289e-05,2.1553290671394653e-06,-2.8071606527116334e-06
189,ALB,27.2,16.5,20.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.28,1.36,post,1,2.976182570042149e-06,-1.3900742408250338e-06,-1.1218033861084575e-06
190,ALB,25.8,22.0,22.4,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.25,1.31,post,1,-1.3322279998483087e-06,8.585928923029803e-07,3.238659510778115e-06
191,ALB,25.0,20.0,14.0,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.46,1.53,post,1,-2.563111739036953e-06,-4.9761053091785336e-06,-9.1946950162088e-06
192,ALB,16.0,27.5,20.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.22,1.23,post,1,7.677594210508113e-07,5.234058700661987e-06,-2.9740075004549625e-06
193,ALB,1.0,5.0,2.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.81,0.91,post,1,1.8454578099659863e-06,-5.496819852881298e-07,1.1447111989016304e-06
194,ALB,4.0,4.5,7.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.75,0.78,post,1,-2.7951554918003935e-07,1.1333069916061413e-06,9.374085455077533e-08
195,ARE,20.2,25.25,24.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.46,0.42,post,-1,5.348654433805611e-07,4.636941448382125e-06,-2.8241363755204112e-06
196,ARE,25.2,18.0,17.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.5,0.35,post,-1,1.3014392570978661e-06,1.8126713741990019e-06,7.633946937667952e-07
197,ARE,16.6,16.5,20.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.5,0.55,post,-1,1.01790887816476e-06,-2.2071083910872528e-07,-1.1154084222148056e-06
198,ARE,25.2,26.5,23.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.54,0.38,post,-1,1.148796984400696e-06,6.977973103543518e-07,1.145612435181229e-06
199,ARE,24.0,29.0,26.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.59,1.32,post,-1,-3.9902383686378803e-07,3.240063243020109e-07,-9.23462042436122e-07
200,ARE,26.0,21.25,19.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.64,0.51,post,-1,3.906923340299159e-07,-2.221297991292303e-06,-2.5022432378186216e-07
201,ARE,17.6,18.5,25.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.67,1.98,post,1,-1.7708549436625705e-06,2.974070775630938e-07,-1.9954235081566525e-06
202,ARE,27.5,25.0,23.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.69,1.68,post,-1,-2.800113531598266e-07,-4.9211907091746074e-08,-6.274405727613577e-06
203,ARE,24.0,27.75,26.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.41,1.11,post,1,6.756759249083691e-06,2.7862202308708913e-06,2.9141907519319937e-06
204,ARE,26.25,21.0,22.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.523,0.68,post,1,-1.0619976742510802e-06,2.0467788583907835e-06,-4.209303176694479e-06
205,ARE,15.4,13.0,19.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.38,0.07,post,-1,3.4311587411444687e-06,-1.0131565123483922e-06,3.7445048416800536e-07
206,ARE,20.6,25.25,21.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.43,0.27,post,-1,1.15464025549298e-06,2.9481455452525134e-06,1.8407756966800058e-07
207,ALXN,23.0,10.0,16.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.22,1.38,pre,1,-3.23143781002187e-06,1.5700793243166107e-06,-5.795412079773234e-06
208,ALXN,12.2,21.25,37.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.26,1.56,pre,1,3.29212210334553e-06,-1.4419534966681609e-05,1.158632561489301e-05
209,ALXN,22.6,10.75,12.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.33,1.44,pre,1,6.132921341153358e-06,9.368130076756829e-07,-1.9159295924154522e-06
210,ALXN,13.0,16.25,21.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.28,1.48,pre,1,-6.8775518217989524e-06,-4.268277125141124e-06,5.190257600215226e-06
211,ALXN,13.25,10.75,17.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.48,1.68,pre,1,6.38040899888195e-07,2.203663425072092e-06,-3.8212440098524775e-06
212,ALXN,13.6,11.25,13.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.69,2.07,pre,1,2.370987998677672e-06,4.152053052458757e-07,2.6796840871793045e-06
213,ALXN,10.8,13.5,17.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.75,2.02,pre,1,2.721747770929395e-06,-2.044851496760198e-06,8.850981167082917e-06
214,ALXN,11.75,8.5,7.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.6,1.95,pre,1,-8.6344460692331e-06,-1.0595067563934016e-06,-1.2982100452275428e-05
215,ALXN,10.5,20.75,11.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,2.188,2.39,pre,1,7.90779102636897e-06,6.110608216234679e-06,1.6805164231897246e-07
216,ALXN,19.0,10.5,17.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.338,2.64,pre,1,-3.040620851471087e-06,-6.089929103453523e-06,6.2190748060313264e-06
217,ALXN,15.6,7.5,11.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.17,1.23,pre,1,3.953706450137801e-06,-2.6956666499708466e-06,-5.142325425585957e-07
218,ALXN,8.0,24.5,20.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.23,1.26,pre,1,2.087989527621343e-06,-2.972883272678051e-06,-2.0225669040418985e-07
219,ALGN,3.0,4.75,3.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.67,0.85,post,1,-2.4952818143550495e-06,3.911109684414772e-06,5.081160798674999e-06
220,ALGN,5.4,5.75,9.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.73,0.85,post,1,4.27435042378769e-06,2.7847925461564706e-06,1.2207409741613166e-06
221,ALGN,15.0,17.5,10.0,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.82,1.01,post,1,7.115000859038677e-06,1.5251811796706161e-06,3.414950488659284e-06
222,ALGN,26.8,24.75,33.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.96,1.19,post,1,1.7317919186879427e-05,9.111720191107239e-06,-6.7964179551293265e-06
223,ALGN,52.25,37.0,19.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.98,1.17,post,1,1.7741006406188624e-05,1.100163490408859e-05,-1.950702030163111e-06
224,ALGN,25.6,36.5,32.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.09,1.3,post,1,1.5748156707871363e-06,3.181175374365064e-05,3.341494586712955e-06
225,ALGN,34.6,22.25,22.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.19,1.24,post,1,9.884857377403895e-06,7.42024486664517e-06,7.683906557202834e-06
226,ALGN,44.5,23.25,23.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.16,1.2,post,1,-5.824774942338326e-05,-4.273934454381408e-06,-8.99090483031363e-06
227,ALGN,23.0,25.75,23.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.835,0.89,post,1,1.8761317140949954e-05,8.268055330798079e-06,1.6760298314980227e-05
228,ALGN,23.75,21.25,17.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.512,1.83,post,1,9.274123213238254e-06,-1.2027735658327004e-05,-1.5232533670033675e-05
229,ALGN,1.8,1.0,1.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.51,0.63,post,1,1.9211478172028375e-06,7.349241806015718e-07,-2.9299260051354473e-07
230,ALGN,0.8,3.0,2.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.67,0.67,post,0,-1.9137659535531687e-06,4.469667696576848e-06,1.1905952264819672e-06
231,ALLE,13.2,16.0,26.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.69,0.73,pre,1,2.515923402686016e-07,3.6838191234377693e-06,8.524019180689044e-07
232,ALLE,8.6,22.5,11.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.0,1.11,pre,1,2.4362292158769843e-06,8.488310364373128e-07,1.1744610902491455e-06
233,ALLE,18.0,16.75,32.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.02,1.02,pre,0,-5.509581398764372e-07,-1.5562704933303518e-06,2.964230613951607e-06
234,ALLE,30.2,10.5,13.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.94,1.11,pre,1,-1.8247136707622247e-06,3.0855444052450557e-07,-1.6339127458893167e-06
235,ALLE,10.25,50.25,10.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.84,0.8,pre,-1,2.346763917847683e-06,3.118948924467728e-06,3.8431434463285634e-07
236,ALLE,24.6,15.5,10.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.2,1.25,pre,1,-2.282627303746205e-06,1.2534609986000258e-06,-1.1979886126164422e-06
237,ALLE,24.6,15.0,31.8,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.21,1.23,pre,1,1.6551386016806452e-06,2.847429392956154e-06,7.571193563242798e-07
238,ALLE,5.0,20.25,25.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.21,1.22,pre,1,-3.3403226732537787e-06,1.117034216265785e-06,-6.3843164734601625e-06
239,ALLE,15.0,19.5,19.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.866,0.88,pre,1,1.998116120543865e-06,-5.943430788179444e-08,-4.4094470113054894e-07
240,ALLE,30.75,14.75,3.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.318,1.26,pre,-1,1.9130635567493034e-06,-6.294395259795496e-07,3.504382594056505e-06
241,ALLE,10.0,6.25,23.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.95,0.93,pre,-1,1.912247654201976e-06,8.630671693331133e-08,-9.862303378944793e-07
242,ALLE,19.0,23.25,16.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.87,0.81,pre,-1,-1.3955853965217996e-06,1.5347094381251233e-06,-1.6434372256365284e-07
243,LNT,14.8,9.0,12.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.45,0.43,post,-1,-4.077367629986272e-07,8.388082805455695e-07,4.518253289320548e-07
244,LNT,12.2,9.75,13.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.39,0.41,post,1,-2.9637155913729882e-08,8.571735582947221e-07,-2.7525391781845136e-07
245,LNT,15.8,13.0,12.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.88,0.75,post,-1,5.788768969860206e-07,8.816789626648775e-07,-5.847544413272417e-07
246,LNT,14.4,26.75,20.2,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.38,0.33,post,-1,8.409492874350673e-07,5.476212568302656e-07,-1.252410097749081e-06
247,LNT,23.25,23.25,5.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.51,0.52,post,1,-7.76923493387323e-07,4.200671483768273e-07,9.912260345034674e-07
248,LNT,28.0,14.75,28.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.46,0.43,post,-1,8.735308268102337e-07,-8.929536725524254e-07,1.384542615615297e-06
249,LNT,23.4,32.0,24.8,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.84,0.85,post,1,-2.32927979325468e-07,1.6324239403446143e-07,-7.00101404608817e-07
250,LNT,20.25,25.25,28.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.351,0.36,post,1,2.0553423783974008e-07,7.160074093172866e-07,-2.221761487403056e-06
251,LNT,27.75,27.5,31.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.511,0.53,post,1,1.0181515620516397e-06,6.350101365626501e-07,6.34894518025326e-07
252,LNT,32.0,47.5,39.8,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.439,0.4,post,-1,2.639300525866155e-08,4.4313172156235086e-07,4.6982506221636567e-07
253,LNT,34.0,25.5,13.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.87,0.8,post,-1,-2.128014383075373e-07,-8.046190623951422e-07,6.777052515891401e-07
254,LNT,10.8,9.5,10.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.28,0.28,post,0,2.792904874909977e-07,-3.866247090984926e-07,9.334760023412354e-07
255,ALL,27.6,34.75,31.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.04,1.64,post,1,7.061015397828786e-07,2.218691148775894e-06,-1.8713432435330813e-07
256,ALL,33.6,24.5,24.75,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.9,1.38,post,1,-1.2865121269664517e-07,1.0738411884639148e-06,9.525018308926287e-07
257,ALL,25.0,24.75,27.25,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.88,1.6,post,1,8.112589835355552e-07,-1.5186605745584618e-06,1.4159713038833216e-06
258,ALL,32.4,34.25,32.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.5,2.09,post,1,4.286033328567657e-07,1.56600579849862e-06,9.713501690695085e-07
259,ALL,35.75,36.25,31.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,2.57,2.96,post,1,-7.679136574703615e-07,-1.111263316078485e-06,7.982185400746052e-07
260,ALL,32.2,26.0,26.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.45,1.9,post,1,1.2377839466817766e-06,-4.094617883765409e-07,-1.1741399322896394e-06
261,ALL,28.2,27.5,36.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.17,1.93,post,-1,1.1169159243867142e-06,1.3038699900313712e-06,-2.538048869050772e-07
262,ALL,32.5,33.0,30.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.01,1.24,post,1,-2.1326292786101253e-06,-1.4758430077790348e-06,-2.3155512352224983e-06
263,ALL,30.75,32.0,31.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,2.28,2.3,post,1,2.435490706652584e-06,2.281021590204172e-06,5.261370879669684e-08
264,ALL,37.5,26.0,27.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.535,2.18,post,1,1.1533875150504768e-06,-5.554983772689009e-07,1.3378348704435657e-06
265,ALL,25.2,19.75,25.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.24,1.26,post,1,-3.0563091084113557e-07,9.880058834451858e-09,-1.3995739189554393e-08
266,ALL,26.6,33.0,27.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.61,2.17,post,1,-2.282937224760628e-07,2.018401588942969e-06,1.7997024680518987e-06
267,GOOGL,26.0,23.25,19.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,7.48,7.73,post,1,1.1476620757044766e-05,1.52008253438338e-05,-4.2634268577869944e-06
268,GOOGL,27.0,31.0,40.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,4.39,5.01,post,1,2.4829949400213047e-05,1.878844610072877e-05,-1.9391788045365272e-05
269,GOOGL,38.8,29.0,25.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,8.43,9.57,post,1,1.603614353289356e-05,-2.074483940681118e-06,4.3566898671687035e-06
270,GOOGL,41.0,28.75,25.6,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,10.12,9.7,post,-1,1.6925973217906866e-05,2.0036797191728597e-06,1.8618211173358226e-05
271,GOOGL,34.5,47.5,36.0,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,9.21,9.93,post,1,4.261256156891185e-05,1.547683681697092e-05,-3.79298949311352e-05
272,GOOGL,48.2,36.5,31.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,9.45,11.75,post,1,1.0955246667611178e-05,1.5735226277385634e-05,-1.3151055502426319e-06
273,GOOGL,48.6,44.25,35.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,10.54,13.06,post,1,5.1600140313776434e-05,-1.8167677171190128e-06,2.3508710168801004e-06
274,GOOGL,48.5,30.5,26.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,11.08,12.77,post,1,-5.1506233039486875e-05,-2.926540200945566e-06,-2.335155124126489e-05
275,GOOGL,26.25,33.5,26.6,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,10.614,9.5,post,-1,1.5527457628929545e-05,-2.4537336713686027e-06,1.7390104468374673e-05
276,GOOGL,36.0,29.25,26.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,11.297,14.21,post,1,2.703207166599777e-05,-2.3284490055733534e-05,2.2727867442541348e-05
277,GOOGL,25.8,17.75,14.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,8.58,9.06,post,1,3.108607650604147e-05,-4.758487790059384e-06,4.929934668673293e-06
278,GOOGL,24.2,31.0,20.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,9.63,9.36,post,-1,1.020461797069622e-05,-5.430029024841065e-06,1.2832142392612104e-05
